timestamp,row_index,col_index,row_cap,col_cap,avg
0.15036245155565586,1,1,470.35945917168,415.52120641820824,442.9403327949441
0.299824261947836,1,2,337.03621481315577,401.04336033392104,369.03978757353843
0.4497852878171532,1,3,311.3812402998391,379.6405469893916,345.51089364461535
0.6003130895352033,1,4,323.93910090571393,320.4817483926993,322.21042464920663
0.7502824839195688,1,5,452.89801766335916,325.87328941599424,389.3856535396767
0.9012611571072486,1,6,459.3751740380127,355.15904175925266,407.2671078986327
1.0518478096804724,1,7,387.63200385617165,391.0231857274816,389.32759479182664
1.2011414827852178,1,8,384.137639175212,435.84437334808433,409.9910062616482
1.3520551906171108,2,1,328.448455074164,308.71751265319125,318.5829838636776
1.5030254727747319,2,2,491.5308323532669,359.4087767899897,425.4698045716283
1.653089072165685,2,3,386.9923628159381,369.21498366673677,378.10367324133745
1.8040753824923963,2,4,350.591340126118,359.26409564965985,354.9277178878889
1.954032432340921,2,5,393.44340625676244,387.4628364447241,390.45312135074323
2.1047005228890687,2,6,475.57956444407733,326.354112153855,400.9668382989662
2.2538569523546057,2,7,388.98541350152857,488.3301988376561,438.65780616959233
2.4040803276650617,2,8,488.9044418044969,461.8443840078913,475.3744129061941
2.5532711908668397,3,1,343.52491562164715,428.6934468698449,386.109181245746
2.703752313357603,3,2,385.5914519430799,410.0338677831907,397.8126598631353
2.8528734725596387,3,3,487.55039787446606,421.1947795528945,454.3725887136803
3.0022018165586455,3,4,336.3894395720252,457.2504767683196,396.8199581701724
3.1530010869355336,3,5,389.8936108146304,347.27694003596963,368.5852754253
3.302307513323934,3,6,424.6046080975757,428.4053944891855,426.5050012933806
3.451570984249295,3,7,491.4262078403453,461.8716448384441,476.64892633939473
3.601335019665716,3,8,495.5244874973383,322.5418045614949,409.0331460294166
3.7520886220502416,4,1,418.1216393224142,358.786093582946,388.45386645268013
3.901364425836174,4,2,454.23726871077076,437.9882200985593,446.112744404665
4.05200610423693,4,3,369.7502060991759,496.9192241521845,433.3347151256802
4.201932288891498,4,4,364.948009223393,490.25267804426767,427.60034363383033
4.350980240945429,4,5,322.4365309215841,435.2088721127561,378.8227015171701
4.500473839684949,4,6,471.58144352626385,335.18250594930055,403.38197473778223
4.650068121505305,4,7,319.3697242352015,351.8070328881264,335.58837856166394
4.801056015614076,4,8,319.53085569509835,327.00867778058677,323.2697667378426
4.95168909278146,5,1,311.5086349064656,358.3155619230379,334.91209841475177
5.100720806922801,5,2,320.244722980062,397.92573216227385,359.08522757116793
5.250268705851586,5,3,436.268619337909,498.1923009692156,467.23046015356226
5.401181363300919,5,4,497.5401382533096,360.1477076012398,428.84392292727466
5.5510551344480685,5,5,477.64915064042907,399.7886481713878,438.7188994059085
5.70065103588145,5,6,463.055015658066,315.6447842374633,389.34989994776464
5.85117119707106,5,7,383.4648580934561,495.26713044695305,439.36599427020457
6.001886211882965,5,8,306.62562825904547,383.5805280225668,345.10307814080613
6.152549495171064,6,1,347.39367387960203,413.08955022670796,380.241612053155
6.303209345340737,6,2,438.71230325492155,412.0743717497923,425.3933375023569
6.454100909005843,6,3,349.8806112226562,424.7838576194359,387.33223442104605
6.603552046008989,6,4,307.1218583311949,496.99791174985694,402.05988504052596
6.75280190290386,6,5,445.33848065168564,389.9451118040637,417.6417962278747
6.90275140205413,6,6,309.0100260631651,314.22403595906445,311.6170310111148
7.051753886700518,6,7,377.37302861130365,480.1786843888118,428.7758565000577
7.201230913621185,6,8,424.8555367746646,304.89120005007834,364.87336841237146
7.350339622443979,7,1,319.5858752805583,390.79482705524595,355.1903511679021
7.500506574132969,7,2,330.24966607166294,379.8692264834582,355.0594462775606
7.651492985061444,7,3,353.3701450229285,363.16109987331305,358.2656224481208
7.802324917147142,7,4,341.6984120917316,466.9250413900406,404.3117267408861
7.952103492060515,7,5,417.5502317204402,453.314929745555,435.4325807329976
8.102559821732097,7,6,425.39514062708355,428.96079111768904,427.17796587238627
8.253429428775856,7,7,419.310031075215,317.17367447251576,368.2418527738654
8.403012181883662,7,8,395.1376232427927,436.3105649763999,415.7240941095963
8.553656967707155,8,1,476.0882063411786,383.9574334068527,430.0228198740157
8.704404881340883,8,2,353.2549896242362,319.55425481251183,336.404622218374
8.854813812725663,8,3,307.2626756337931,389.03520662995373,348.1489411318734
9.004571213452671,8,4,410.1843687070213,337.6736137437926,373.92899122540695
9.154294409394309,8,5,354.0523666873842,496.16210467925646,425.10723568332037
9.30485180403475,8,6,449.58521953182526,377.75758343265386,413.67140148223956
9.454683797841739,8,7,396.7904438290707,376.95296776179265,386.8717057954317
9.603925555488848,8,8,392.48655991450244,476.0904806873865,434.28852030094447
9.754233341206351,1,1,324.88298862887297,405.21844114063435,365.0507148847537
9.905155640340183,1,2,435.13322529004836,491.23679733570054,463.18501131287445
10.05545391689635,1,3,386.2944708047259,404.0831843689574,395.1888275868416
10.206095568333085,1,4,370.20228988201404,487.3030974581213,428.75269367006763
10.357021951945505,1,5,389.04600170637633,452.5308314320516,420.78841656921395
10.507112187123376,1,6,401.77613504990336,345.49639846354114,373.63626675672225
10.657977277432478,1,7,408.007547822676,332.29596815817746,370.15175799042674
10.807484347170542,1,8,326.750931916162,398.39780915886274,362.5743705375124
10.957773597441546,2,1,332.83910497301935,392.8915922290536,362.86534860103643
11.108178909765213,2,2,321.86347616441935,469.1926022512186,395.528039207819
11.259024709645013,2,3,478.5767280196245,474.8273119612767,476.7020199904506
11.40948694080594,2,4,482.70924918352557,347.33433938529635,415.02179428441093
11.558923630785731,2,5,449.8785260369101,311.9628099001506,380.9206679685303
11.708606299630839,2,6,392.27572509058547,490.0836291906733,441.1796771406294
11.859132501141692,2,7,476.38362565381533,405.53127089653674,440.95744827517603
12.009075292725027,2,8,475.49943321129365,418.03115171740586,446.7652924643497
12.15905793462838,3,1,419.9660152813486,447.5150953958799,433.74055533861423
12.308348861343003,3,2,474.51724078320166,460.2377311142364,467.377485948719
12.458901631080789,3,3,419.4925022475088,386.5600259189362,403.0262640832225
12.609466816254685,3,4,319.54292740297115,349.7809974435151,334.66196242324315
12.759206158254731,3,5,464.9246530845514,311.41257723787714,388.16861516121423
12.90947695114192,3,6,486.7921702869231,339.55146942131705,413.1718198541201
13.06043153476624,3,7,444.23909993914197,457.81201675657564,451.0255583478588
13.209459080251792,3,8,365.20094995147815,462.36536086563956,413.78315540855886
13.360012283895488,4,1,336.62339493577207,481.9179385070157,409.2706667213939
13.509553703530608,4,2,496.5238144796426,376.5595847583463,436.54169961899447
13.658576979617603,4,3,374.9973569980014,388.96695046183294,381.9821537299172
13.807614387842257,4,4,444.7994641828529,302.8886007310766,373.8440324569648
13.958087450965635,4,5,489.43704289252804,483.64911060021126,486.54307674636965
14.10748444554602,4,6,369.6129496883166,421.80685664758187,395.7099031679492
14.256838325423804,4,7,345.8651985657697,457.2463224426591,401.5557605042144
14.407235623839346,4,8,410.9053207610623,300.1808009653621,355.5430608632122
14.556943547721254,5,1,350.6306376158726,312.5401503127405,331.58539396430655
14.707321668184695,5,2,432.5584178949863,308.02039149762896,370.28940469630766
14.85800338712278,5,3,482.3065842102317,367.2110258890207,424.7588050496262
